target,partner_name,days,lead_days,country_code,pickup_country_code,flight_type,pax
C,Lufthansa,5,109,IT,DK,International,2
E,Travelstart,2,0,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,50,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),1,5,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),3,8,FR,NO,International,5
I,Scandinavian Airlines (SAS),7,33,US,ES,International,2
E,Scandinavian Airlines (SAS),4,2,DK,FR,International,2
C,Scandinavian Airlines (SAS),3,22,SE,ES,International,1
M,FreeNow,2,1,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),4,12,DK,NO,International,1
C,Lufthansa,2,7,GB,IT,International,1
medium car,Lufthansa,5,41,US,DE,International,3
C,Lufthansa,1,6,IT,DE,International,2
I,Scandinavian Airlines (SAS),2,2,NO,NO,Domestic,1
medium car,Scandinavian Airlines (SAS),2,1,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),1,1,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),5,31,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),8,79,NO,US,International,2
large car,Travelstart,4,1,ZA,ZA,Domestic,1
M,Travelstart,1,0,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),7,2,SE,IT,International,1
C,Scandinavian Airlines (SAS),4,1,SE,SE,Domestic,1
E,Lufthansa,2,25,DE,IT,International,1
C,Scandinavian Airlines (SAS),3,8,NO,NO,Domestic,1
M,Travelstart,4,18,ZA,ZA,Domestic,1
medium car,Lufthansa,1,19,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),3,45,NO,DK,International,1
E,Lufthansa,4,5,DE,DE,Domestic,1
E,Lufthansa,7,2,DE,IT,International,1
medium car,Scandinavian Airlines (SAS),4,0,NO,NO,Domestic,1
E,Lufthansa,11,35,DE,ES,International,1
F,Scandinavian Airlines (SAS),13,34,NO,US,International,1
F,Scandinavian Airlines (SAS),9,27,SE,ES,International,1
F,Lufthansa,1,1,DE,DE,Domestic,1
I,Scandinavian Airlines (SAS),3,4,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),3,3,NO,NO,Domestic,5
E,Travelstart,11,37,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),2,47,NO,NO,Domestic,1
M,Travelstart,1,2,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),6,40,NO,NO,Domestic,1
C,Lufthansa,3,4,DE,DE,Domestic,2
M,Lufthansa,3,0,DE,ES,International,1
large car,Scandinavian Airlines (SAS),20,3,NO,US,International,1
S,Scandinavian Airlines (SAS),6,35,NO,GB,International,4
C,Lufthansa,2,1,DE,SE,International,1
I,Scandinavian Airlines (SAS),2,0,DK,US,International,1
C,Scandinavian Airlines (SAS),8,36,DK,IT,International,4
C,Scandinavian Airlines (SAS),4,0,NO,US,International,1
I,Lufthansa,5,2,DE,SE,International,2
E,Travelstart,2,1,ZA,ZA,Domestic,1
E,Lufthansa,2,2,NO,IT,International,1
C,Scandinavian Airlines (SAS),7,117,SE,ES,International,1
C,Lufthansa,3,3,DE,FR,International,2
C,Scandinavian Airlines (SAS),5,44,SE,SE,Domestic,2
F,Lufthansa,4,54,US,DE,International,1
S,Scandinavian Airlines (SAS),1,12,SE,SE,Domestic,1
medium car,Lufthansa,15,18,IT,US,International,1
E,Travelstart,1,1,ZA,ZA,Domestic,1
medium car,Scandinavian Airlines (SAS),1,9,SE,NO,International,1
E,Travelstart,4,1,ZA,ZA,Domestic,1
C,Lufthansa,6,30,GB,DE,International,1
C,Lufthansa,2,3,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),2,0,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),10,1,SE,DK,International,1
C,Scandinavian Airlines (SAS),3,30,SE,IT,International,1
C,Lufthansa,7,41,DE,ES,International,1
M,Travelstart,1,0,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,61,NO,NO,Domestic,2
E,Scandinavian Airlines (SAS),4,1,NO,NO,Domestic,1
F,Scandinavian Airlines (SAS),5,1,US,DE,International,1
I,Scandinavian Airlines (SAS),7,18,NO,ES,International,1
E,Scandinavian Airlines (SAS),10,8,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),4,19,DK,ES,International,2
I,Scandinavian Airlines (SAS),2,30,NO,US,International,1
C,Scandinavian Airlines (SAS),3,20,SE,GB,International,4
S,Scandinavian Airlines (SAS),4,31,SE,IT,International,4
C,Lufthansa,4,5,DE,DE,Domestic,1
F,Lufthansa,5,0,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),1,0,SE,SE,Domestic,1
E,Lufthansa,15,230,DE,ZA,International,2
E,Lufthansa,11,88,DE,IT,International,4
S,Scandinavian Airlines (SAS),6,53,GB,NO,International,4
I,Scandinavian Airlines (SAS),5,2,SE,SE,Domestic,1
F,Scandinavian Airlines (SAS),2,0,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),3,7,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),4,55,DK,IT,International,2
M,Lufthansa,7,35,DE,ES,International,2
C,Scandinavian Airlines (SAS),15,21,DK,DK,Domestic,1
I,Scandinavian Airlines (SAS),4,4,DK,US,International,1
M,Lufthansa,3,5,DE,DE,Domestic,2
M,Travelstart,6,5,ZA,ZA,Domestic,1
F,Scandinavian Airlines (SAS),14,79,GB,SE,International,1
small car,Scandinavian Airlines (SAS),6,19,SE,FR,International,1
I,Lufthansa,13,33,DE,US,International,2
C,Lufthansa,3,22,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),4,26,DK,IT,International,1
S,Scandinavian Airlines (SAS),4,0,NO,SE,International,1
C,Lufthansa,5,94,DE,ES,International,3
S,Scandinavian Airlines (SAS),9,6,NO,US,International,5
medium car,Scandinavian Airlines (SAS),18,1,NO,NO,Domestic,1
M,Travelstart,2,3,ZA,ZA,Domestic,1
M,Lufthansa,3,11,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),6,66,DK,IT,International,2
E,Scandinavian Airlines (SAS),3,5,DK,DK,Domestic,1
C,Lufthansa,15,19,DE,ES,International,2
I,Lufthansa,18,136,SE,US,International,3
medium car,Lufthansa,5,2,IT,DE,International,6
C,Lufthansa,3,32,DE,DE,Domestic,1
I,Scandinavian Airlines (SAS),6,51,SE,ES,International,6
C,Scandinavian Airlines (SAS),13,105,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),8,31,SE,ES,International,4
I,Lufthansa,7,56,DE,ES,International,4
C,Scandinavian Airlines (SAS),14,3,SE,SE,Domestic,1
C,Lufthansa,2,0,US,DE,International,1
F,Lufthansa,2,3,DE,DE,Domestic,1
M,TrenItalia,2,5,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),9,34,DK,GB,International,2
C,Lufthansa,2,27,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),3,1,NO,NO,Domestic,1
medium car,Scandinavian Airlines (SAS),3,1,NO,IT,International,1
C,Lufthansa,5,44,DE,ES,International,2
E,Travelstart,4,5,ZA,ZA,Domestic,1
M,Travelstart,2,4,ZA,ZA,Domestic,1
F,Lufthansa,2,25,DE,GB,International,1
M,Lufthansa,5,3,DE,DE,Domestic,1
S,Lufthansa,8,31,SE,IT,International,3
E,Scandinavian Airlines (SAS),6,32,NO,IT,International,1
C,Scandinavian Airlines (SAS),2,23,NO,NO,Domestic,1
M,Lufthansa,4,131,DE,DE,Domestic,2
I,Scandinavian Airlines (SAS),1,17,SE,DE,International,1
I,Lufthansa,7,42,DE,US,International,1
I,Lufthansa,11,16,DE,US,International,3
C,Scandinavian Airlines (SAS),3,1,SE,DE,International,1
M,Lufthansa,10,42,DE,ES,International,2
C,Lufthansa,5,1,FR,GB,International,1
S,Scandinavian Airlines (SAS),9,137,US,NO,International,2
M,Travelstart,1,1,ZA,ZA,Domestic,1
C,Lufthansa,2,52,DE,ES,International,1
C,Scandinavian Airlines (SAS),1,12,NO,NO,Domestic,1
M,TrenItalia,1,9,IT,IT,Domestic,1
large car,Scandinavian Airlines (SAS),7,14,SE,SE,Domestic,1
F,Lufthansa,11,14,DE,US,International,1
C,Scandinavian Airlines (SAS),2,1,NO,NO,Domestic,1
I,Lufthansa,8,0,DE,GB,International,1
C,Lufthansa,4,4,US,FR,International,3
I,Lufthansa,3,32,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),10,1,NO,FR,International,1
F,Scandinavian Airlines (SAS),21,81,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),2,3,SE,NO,International,4
C,Scandinavian Airlines (SAS),1,0,US,SE,International,2
C,Lufthansa,1,70,US,DE,International,1
C,Scandinavian Airlines (SAS),2,15,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),1,2,NO,IT,International,1
E,Lufthansa,4,26,DE,US,International,1
S,Scandinavian Airlines (SAS),9,0,SE,US,International,1
C,Scandinavian Airlines (SAS),12,180,NO,IT,International,1
M,FreeNow,1,6,DE,DE,Domestic,1
C,Lufthansa,6,240,DE,NO,International,1
C,Scandinavian Airlines (SAS),2,92,NO,NO,Domestic,4
F,Lufthansa,29,12,US,US,Domestic,1
S,Scandinavian Airlines (SAS),7,27,DK,US,International,1
M,Scandinavian Airlines (SAS),9,176,NO,IT,International,1
medium car,Lufthansa,15,27,GB,US,International,1
C,Scandinavian Airlines (SAS),4,4,SE,DK,International,1
C,Lufthansa,4,19,DE,IT,International,1
E,Scandinavian Airlines (SAS),14,47,NO,IT,International,3
E,Lufthansa,2,7,FR,DE,International,1
I,Lufthansa,2,5,GB,DE,International,1
S,Scandinavian Airlines (SAS),3,8,SE,SE,Domestic,1
E,Lufthansa,3,6,GB,DE,International,1
E,Scandinavian Airlines (SAS),6,70,SE,GB,International,2
C,Lufthansa,2,30,DK,DE,International,2
M,Scandinavian Airlines (SAS),7,58,DK,FR,International,1
C,Lufthansa,14,108,DE,ES,International,1
C,Scandinavian Airlines (SAS),2,1,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),29,91,SE,SE,Domestic,1
E,Travelstart,5,54,ZA,ZA,Domestic,1
medium car,Lufthansa,4,57,DE,US,International,1
medium car,Scandinavian Airlines (SAS),2,7,SE,FR,International,1
F,FreeNow,6,1,DE,DE,Domestic,1
E,Lufthansa,1,7,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),1,1,SE,SE,Domestic,1
C,Lufthansa,5,3,DE,FR,International,1
M,Lufthansa,4,14,CH,FR,International,2
I,Scandinavian Airlines (SAS),1,9,NO,NO,Domestic,1
S,Scandinavian Airlines (SAS),5,6,DK,US,International,1
S,Scandinavian Airlines (SAS),10,98,FR,NO,International,9
C,Scandinavian Airlines (SAS),5,79,DK,NO,International,1
C,Scandinavian Airlines (SAS),6,9,SE,IT,International,1
M,Scandinavian Airlines (SAS),11,7,SE,ES,International,1
C,Scandinavian Airlines (SAS),1,3,SE,SE,Domestic,1
C,Lufthansa,4,0,DE,ES,International,1
F,Scandinavian Airlines (SAS),2,18,SE,ES,International,1
I,Lufthansa,4,20,DE,DE,Domestic,1
medium car,Scandinavian Airlines (SAS),6,7,SE,IT,International,1
C,Scandinavian Airlines (SAS),4,5,SE,SE,Domestic,3
I,TrenItalia,4,17,IT,IT,Domestic,1
I,Lufthansa,5,6,DE,ES,International,2
E,Lufthansa,3,31,DE,GB,International,3
C,Scandinavian Airlines (SAS),2,2,NO,NO,Domestic,1
C,Lufthansa,1,4,DE,GB,International,1
C,Scandinavian Airlines (SAS),1,1,DK,DK,Domestic,3
E,Lufthansa,6,71,DE,IT,International,2
M,Lufthansa,2,40,FR,FR,Domestic,1
C,Lufthansa,15,93,DE,FR,International,2
C,Scandinavian Airlines (SAS),2,15,NO,NO,Domestic,2
C,Scandinavian Airlines (SAS),10,25,SE,FR,International,1
I,Lufthansa,4,28,DE,GB,International,3
S,Scandinavian Airlines (SAS),8,0,NO,NO,Domestic,1
large car,Scandinavian Airlines (SAS),7,9,DK,US,International,1
E,Scandinavian Airlines (SAS),16,56,SE,ES,International,1
C,Scandinavian Airlines (SAS),1,26,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),3,9,SE,DK,International,1
E,Lufthansa,5,6,DE,IT,International,2
I,Lufthansa,21,1,DE,IT,International,4
E,Scandinavian Airlines (SAS),3,168,NO,NO,Domestic,2
C,Lufthansa,2,14,DE,IT,International,1
C,Scandinavian Airlines (SAS),2,3,DK,SE,International,1
S,Scandinavian Airlines (SAS),15,105,NO,US,International,1
I,Scandinavian Airlines (SAS),7,45,SE,SE,Domestic,1
F,Lufthansa,8,17,DE,US,International,3
S,Scandinavian Airlines (SAS),4,2,DK,NO,International,1
I,Scandinavian Airlines (SAS),6,57,SE,SE,Domestic,4
M,Travelstart,3,2,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),7,1,SE,SE,Domestic,1
M,Scandinavian Airlines (SAS),14,191,DK,IT,International,1
medium car,Scandinavian Airlines (SAS),3,1,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),2,3,SE,SE,Domestic,1
F,Scandinavian Airlines (SAS),4,182,US,FR,International,1
S,Lufthansa,6,66,DE,US,International,1
C,Lufthansa,7,42,DE,ES,International,2
M,Scandinavian Airlines (SAS),5,1,DK,ES,International,1
E,Lufthansa,5,9,DE,ES,International,3
C,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),3,21,NO,NO,Domestic,1
E,Travelstart,1,2,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),3,2,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),1,50,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),13,8,DK,US,International,1
E,Scandinavian Airlines (SAS),4,19,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),3,13,SE,SE,Domestic,1
E,FreeNow,3,12,DE,DE,Domestic,1
C,TrenItalia,2,6,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),6,189,DK,IT,International,3
C,Lufthansa,2,15,DK,DE,International,2
F,Scandinavian Airlines (SAS),7,18,SE,ES,International,2
S,Scandinavian Airlines (SAS),1,3,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),8,19,SE,ES,International,1
E,Scandinavian Airlines (SAS),3,81,DK,NO,International,1
I,Scandinavian Airlines (SAS),8,193,FR,NO,International,4
E,Scandinavian Airlines (SAS),2,51,SE,SE,Domestic,1
M,Travelstart,3,3,ZA,ZA,Domestic,1
C,Lufthansa,4,2,US,ES,International,1
F,Scandinavian Airlines (SAS),10,71,DK,US,International,1
E,Lufthansa,1,11,DE,DE,Domestic,1
E,Lufthansa,11,5,DE,ES,International,1
M,TrenItalia,1,2,IT,IT,Domestic,1
M,Scandinavian Airlines (SAS),10,151,SE,ES,International,2
C,Lufthansa,4,27,DE,FR,International,1
small car,Lufthansa,1,2,DE,DE,Domestic,1
C,Lufthansa,3,45,DK,ES,International,2
I,Lufthansa,1,6,IT,US,International,1
C,Lufthansa,7,7,DE,ES,International,3
small car,Scandinavian Airlines (SAS),3,20,SE,GB,International,1
medium car,Scandinavian Airlines (SAS),8,18,SE,ES,International,1
M,Travelstart,12,0,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),3,45,NO,NO,Domestic,1
E,Lufthansa,3,7,DE,FR,International,1
C,Lufthansa,7,52,DE,DE,Domestic,1
E,Lufthansa,2,10,DE,IT,International,1
I,Lufthansa,21,58,DE,US,International,2
E,Scandinavian Airlines (SAS),16,28,SE,IT,International,1
C,Lufthansa,7,3,DE,GB,International,4
M,Lufthansa,3,18,DE,ES,International,1
medium car,Scandinavian Airlines (SAS),11,35,DK,NO,International,1
M,Scandinavian Airlines (SAS),6,38,DK,FR,International,1
M,Scandinavian Airlines (SAS),1,1,SE,SE,Domestic,1
I,Lufthansa,6,13,DE,US,International,2
C,Scandinavian Airlines (SAS),2,5,DK,NO,International,1
E,Scandinavian Airlines (SAS),1,2,DK,FR,International,1
S,Scandinavian Airlines (SAS),14,173,US,US,Domestic,2
M,Scandinavian Airlines (SAS),5,84,SE,FR,International,2
C,Scandinavian Airlines (SAS),5,1,NO,NO,Domestic,1
M,Lufthansa,4,2,DE,IT,International,3
C,Scandinavian Airlines (SAS),3,0,NO,NO,Domestic,2
C,Scandinavian Airlines (SAS),5,64,US,NO,International,2
large car,Lufthansa,9,6,DE,SE,International,3
M,Lufthansa,14,101,DE,ES,International,2
C,Scandinavian Airlines (SAS),14,24,US,DK,International,1
C,Scandinavian Airlines (SAS),3,59,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),3,7,US,DK,International,1
E,Scandinavian Airlines (SAS),7,18,NO,FR,International,1
C,Lufthansa,2,73,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),4,33,SE,ES,International,1
I,Scandinavian Airlines (SAS),5,73,SE,GB,International,1
medium car,Lufthansa,19,3,DE,US,International,1
I,Scandinavian Airlines (SAS),4,6,SE,IT,International,2
F,Scandinavian Airlines (SAS),7,1,SE,IT,International,1
C,TrenItalia,15,0,IT,IT,Domestic,1
C,Lufthansa,10,59,DE,ES,International,3
C,Scandinavian Airlines (SAS),2,6,IT,DK,International,1
M,Travelstart,9,15,ZA,ZA,Domestic,1
I,Lufthansa,4,8,DE,NO,International,2
M,Lufthansa,13,19,DE,FR,International,2
E,Lufthansa,14,4,DE,IT,International,6
C,Lufthansa,9,15,DE,ES,International,2
F,Scandinavian Airlines (SAS),3,14,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),5,89,DK,US,International,2
C,Lufthansa,4,61,DE,DK,International,1
C,Scandinavian Airlines (SAS),2,1,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),8,104,DK,NO,International,4
E,Scandinavian Airlines (SAS),1,46,SE,SE,Domestic,1
C,Lufthansa,6,21,IT,DE,International,3
I,TrenItalia,9,7,IT,IT,Domestic,1
E,Lufthansa,7,56,DE,IT,International,1
M,Lufthansa,18,336,DE,US,International,5
C,Lufthansa,3,24,DE,IT,International,1
C,Lufthansa,2,6,IT,DE,International,2
C,Scandinavian Airlines (SAS),6,4,DK,ES,International,1
medium car,Scandinavian Airlines (SAS),2,44,SE,NO,International,1
C,Scandinavian Airlines (SAS),3,5,SE,GB,International,1
F,Lufthansa,1,10,DE,DE,Domestic,1
medium car,Scandinavian Airlines (SAS),8,8,NO,NO,Domestic,1
S,Lufthansa,30,321,DE,US,International,2
E,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,1
M,Lufthansa,4,6,DE,ES,International,1
E,Lufthansa,4,17,DE,GB,International,1
M,Scandinavian Airlines (SAS),2,5,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),15,88,DK,ES,International,1
E,Lufthansa,4,59,DE,ES,International,2
C,Scandinavian Airlines (SAS),4,27,SE,FR,International,1
C,Scandinavian Airlines (SAS),3,15,SE,IT,International,4
C,Lufthansa,4,38,DE,DE,Domestic,1
I,Scandinavian Airlines (SAS),6,204,NO,DK,International,4
E,Lufthansa,4,10,DE,GB,International,1
S,Travelstart,2,24,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,5,SE,SE,Domestic,1
C,Lufthansa,2,7,GB,DE,International,1
E,Scandinavian Airlines (SAS),2,11,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),7,24,SE,US,International,1
M,Lufthansa,9,110,DE,ES,International,1
E,Lufthansa,5,6,DE,FR,International,2
medium car,Lufthansa,1,9,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),2,28,SE,SE,Domestic,2
E,Lufthansa,3,10,DE,DE,Domestic,2
S,Scandinavian Airlines (SAS),3,1,NO,NO,Domestic,1
M,Lufthansa,3,5,DE,GB,International,1
medium car,Scandinavian Airlines (SAS),4,5,SE,US,International,1
S,Scandinavian Airlines (SAS),8,75,DK,US,International,1
M,Scandinavian Airlines (SAS),4,19,NO,IT,International,1
C,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,1
C,Lufthansa,3,20,DE,GB,International,1
E,Scandinavian Airlines (SAS),7,71,SE,ES,International,2
F,Scandinavian Airlines (SAS),7,207,NO,DE,International,1
E,Scandinavian Airlines (SAS),9,57,SE,FR,International,1
I,Lufthansa,10,14,IT,US,International,1
C,Scandinavian Airlines (SAS),3,11,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),7,3,DK,IT,International,1
C,Lufthansa,3,31,DE,DE,Domestic,1
C,Lufthansa,6,15,SE,ES,International,1
C,Scandinavian Airlines (SAS),6,99,NO,DE,International,1
F,Lufthansa,15,3,GB,IT,International,3
C,Lufthansa,22,338,NO,US,International,2
I,Scandinavian Airlines (SAS),3,4,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),2,32,NO,US,International,1
C,Scandinavian Airlines (SAS),3,0,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),1,0,SE,NO,International,1
I,Scandinavian Airlines (SAS),7,9,SE,US,International,1
I,FreeNow,37,0,GB,GB,Domestic,1
C,Scandinavian Airlines (SAS),9,190,DK,FR,International,4
M,TrenItalia,2,1,IT,IT,Domestic,1
M,Scandinavian Airlines (SAS),2,3,NO,NO,Domestic,1
E,Lufthansa,5,4,DE,ZA,International,1
F,Scandinavian Airlines (SAS),1,18,SE,SE,Domestic,1
F,FreeNow,6,1,IT,IT,Domestic,1
I,Scandinavian Airlines (SAS),20,121,NO,US,International,5
I,Lufthansa,24,63,DE,US,International,6
E,Scandinavian Airlines (SAS),1,0,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),2,1,NO,NO,Domestic,1
medium car,Lufthansa,2,8,DE,DE,Domestic,1
large car,Scandinavian Airlines (SAS),8,49,SE,ZA,International,1
E,Scandinavian Airlines (SAS),5,6,NO,FR,International,1
I,Lufthansa,3,23,DE,DK,International,1
F,Lufthansa,4,15,DE,DE,Domestic,1
large car,Scandinavian Airlines (SAS),3,2,GB,SE,International,4
I,Lufthansa,6,30,IT,US,International,1
E,Scandinavian Airlines (SAS),8,79,SE,SE,Domestic,2
I,Scandinavian Airlines (SAS),4,4,SE,SE,Domestic,2
C,Lufthansa,5,55,DE,DE,Domestic,2
S,Scandinavian Airlines (SAS),8,216,NO,US,International,1
C,Lufthansa,4,43,DE,DE,Domestic,1
M,Travelstart,4,3,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,31,SE,NO,International,1
I,Lufthansa,13,4,DE,ES,International,4
M,Lufthansa,4,1,DE,GB,International,1
S,Scandinavian Airlines (SAS),2,20,SE,SE,Domestic,1
I,Lufthansa,15,3,CH,ES,International,3
C,Scandinavian Airlines (SAS),3,152,SE,DE,International,1
C,Lufthansa,9,20,DE,ES,International,2
M,Scandinavian Airlines (SAS),1,67,NO,NO,Domestic,1
C,Lufthansa,2,64,DE,GB,International,3
I,Scandinavian Airlines (SAS),4,0,SE,ES,International,1
M,Scandinavian Airlines (SAS),5,1,SE,ES,International,2
C,Lufthansa,5,9,DE,FR,International,3
I,Lufthansa,2,34,FR,DE,International,2
C,Scandinavian Airlines (SAS),2,0,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),4,13,NO,ES,International,1
M,Travelstart,3,2,ZA,ZA,Domestic,1
medium car,Lufthansa,2,1,DE,DK,International,1
medium car,Scandinavian Airlines (SAS),7,3,NO,IT,International,5
C,Scandinavian Airlines (SAS),6,77,DK,SE,International,1
I,Scandinavian Airlines (SAS),14,8,DK,US,International,1
C,Lufthansa,6,43,DE,IT,International,4
F,Lufthansa,4,1,SE,DE,International,1
medium car,Scandinavian Airlines (SAS),4,7,NO,US,International,2
S,Lufthansa,2,19,DE,DE,Domestic,1
I,Scandinavian Airlines (SAS),9,18,NO,NO,Domestic,1
C,Lufthansa,4,10,DE,DE,Domestic,1
E,Lufthansa,11,105,DE,IT,International,2
medium car,Scandinavian Airlines (SAS),7,1,DK,NO,International,4
S,Lufthansa,3,85,DE,GB,International,1
S,Scandinavian Airlines (SAS),19,127,DK,US,International,1
C,Scandinavian Airlines (SAS),7,6,NO,NO,Domestic,1
C,Lufthansa,10,5,DE,ES,International,1
medium car,Scandinavian Airlines (SAS),4,4,NO,NO,Domestic,1
C,Travelstart,7,85,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),4,13,NO,NO,Domestic,1
M,Scandinavian Airlines (SAS),5,36,SE,GB,International,2
M,Lufthansa,3,61,DE,DE,Domestic,2
C,Scandinavian Airlines (SAS),7,114,US,NO,International,1
M,Travelstart,7,101,ZA,ZA,Domestic,1
medium car,FreeNow,2,0,GB,GB,Domestic,1
C,Lufthansa,3,2,DE,DE,Domestic,1
C,Lufthansa,3,30,US,FR,International,2
I,Scandinavian Airlines (SAS),3,8,NO,DE,International,1
E,Scandinavian Airlines (SAS),7,5,SE,ES,International,1
S,Scandinavian Airlines (SAS),2,7,SE,SE,Domestic,1
C,Lufthansa,3,13,GB,DE,International,2
M,Lufthansa,7,23,US,IT,International,1
M,Scandinavian Airlines (SAS),9,34,NO,ES,International,1
S,FreeNow,10,0,IT,IT,Domestic,1
C,Travelstart,6,3,ZA,ZA,Domestic,1
E,Travelstart,14,80,ZA,ZA,Domestic,1
E,Travelstart,1,38,ZA,ZA,Domestic,1
C,Lufthansa,3,8,DE,DE,Domestic,1
E,Lufthansa,1,64,DE,DE,Domestic,1
E,FreeNow,1,4,DE,DE,Domestic,1
F,Scandinavian Airlines (SAS),2,11,SE,IT,International,1
C,Scandinavian Airlines (SAS),1,76,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),7,75,NO,IT,International,1
F,Scandinavian Airlines (SAS),10,169,SE,IT,International,4
C,Scandinavian Airlines (SAS),3,1,SE,NO,International,1
E,Lufthansa,3,2,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),17,5,GB,SE,International,1
M,Scandinavian Airlines (SAS),3,21,CH,NO,International,1
C,Lufthansa,4,7,DE,SE,International,2
C,Scandinavian Airlines (SAS),4,39,SE,SE,Domestic,1
I,Lufthansa,11,79,DE,US,International,2
I,Scandinavian Airlines (SAS),9,101,SE,US,International,1
C,Scandinavian Airlines (SAS),3,8,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),9,94,NO,ES,International,2
