target,partner_name,days,lead_days,country_code,pickup_country_code,flight_type,pax
E,Scandinavian Airlines (SAS),4,70,SE,ES,International,2
large car,Scandinavian Airlines (SAS),10,14,NO,ES,International,5
C,Scandinavian Airlines (SAS),2,1,SE,SE,Domestic,2
large car,Lufthansa,7,1,DE,SE,International,1
C,Lufthansa,8,181,DE,NO,International,3
F,Scandinavian Airlines (SAS),8,2,NO,US,International,1
C,Scandinavian Airlines (SAS),9,132,SE,NO,International,2
C,Scandinavian Airlines (SAS),3,0,SE,NO,International,1
E,Scandinavian Airlines (SAS),7,57,SE,ES,International,1
medium car,Scandinavian Airlines (SAS),6,59,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),8,89,US,NO,International,1
E,Scandinavian Airlines (SAS),7,40,SE,NO,International,4
E,Scandinavian Airlines (SAS),3,2,SE,NO,International,1
E,Lufthansa,3,12,DE,DE,Domestic,1
M,Lufthansa,2,19,DE,DE,Domestic,1
F,Scandinavian Airlines (SAS),6,24,SE,US,International,1
M,Lufthansa,4,4,DE,IT,International,2
E,Travelstart,6,6,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),22,77,SE,ES,International,2
C,Scandinavian Airlines (SAS),2,4,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),2,10,SE,SE,Domestic,1
E,Travelstart,1,7,ZA,ZA,Domestic,1
C,Lufthansa,1,1,FR,DE,International,1
C,Lufthansa,14,78,NO,ES,International,4
C,Lufthansa,6,12,DE,GB,International,2
I,Scandinavian Airlines (SAS),2,1,NO,DK,International,1
C,Lufthansa,9,148,DK,ES,International,4
M,Travelstart,2,0,ZA,ZA,Domestic,1
S,Lufthansa,3,36,DE,DE,Domestic,1
E,FreeNow,2,3,DE,DE,Domestic,1
C,Lufthansa,8,54,DE,US,International,2
E,Scandinavian Airlines (SAS),3,35,FR,NO,International,1
C,Lufthansa,7,281,DE,FR,International,2
S,Lufthansa,10,22,IT,US,International,2
I,Scandinavian Airlines (SAS),12,7,DK,US,International,1
C,Scandinavian Airlines (SAS),4,31,NO,DE,International,1
S,Scandinavian Airlines (SAS),6,42,GB,NO,International,1
C,Lufthansa,2,1,DE,DE,Domestic,1
C,Lufthansa,3,7,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),11,47,SE,SE,Domestic,1
M,Scandinavian Airlines (SAS),3,38,SE,SE,Domestic,1
F,Lufthansa,13,67,DE,US,International,1
I,Lufthansa,13,25,CH,US,International,1
C,Lufthansa,6,44,US,IT,International,2
C,Scandinavian Airlines (SAS),11,3,DK,DK,Domestic,1
E,Scandinavian Airlines (SAS),8,169,DK,ES,International,1
C,Lufthansa,6,6,IT,IT,Domestic,1
medium car,Lufthansa,7,142,DE,US,International,1
C,Scandinavian Airlines (SAS),7,1,SE,ES,International,1
S,Scandinavian Airlines (SAS),18,29,SE,IT,International,1
M,Scandinavian Airlines (SAS),4,44,GB,ES,International,1
C,Lufthansa,3,1,DE,DE,Domestic,1
S,Scandinavian Airlines (SAS),3,41,SE,NO,International,1
S,Scandinavian Airlines (SAS),4,3,NO,NO,Domestic,1
C,Lufthansa,5,7,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),7,76,NO,ES,International,2
S,Lufthansa,8,155,GB,DE,International,2
I,Scandinavian Airlines (SAS),16,36,SE,US,International,1
C,Lufthansa,5,123,DE,DE,Domestic,2
F,Scandinavian Airlines (SAS),13,59,NO,US,International,1
C,Scandinavian Airlines (SAS),2,2,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),3,172,NO,NO,Domestic,1
S,Lufthansa,22,31,DE,US,International,1
C,Scandinavian Airlines (SAS),2,0,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),8,100,NO,ES,International,2
S,Scandinavian Airlines (SAS),8,78,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),4,4,SE,SE,Domestic,1
C,Lufthansa,3,27,FR,DE,International,1
medium car,Scandinavian Airlines (SAS),1,1,DK,DK,Domestic,1
C,Lufthansa,4,109,DE,DE,Domestic,2
C,Scandinavian Airlines (SAS),2,2,SE,SE,Domestic,1
C,Lufthansa,16,14,DE,FR,International,2
I,Scandinavian Airlines (SAS),2,6,SE,SE,Domestic,1
M,Lufthansa,4,82,DE,ES,International,2
C,Scandinavian Airlines (SAS),1,13,SE,FR,International,4
C,Scandinavian Airlines (SAS),15,2,SE,SE,Domestic,1
C,Lufthansa,7,29,GB,DE,International,1
C,Scandinavian Airlines (SAS),3,9,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),7,6,SE,DK,International,1
M,Lufthansa,3,19,IT,DE,International,1
C,Scandinavian Airlines (SAS),2,2,SE,NO,International,1
C,Scandinavian Airlines (SAS),8,130,DK,NO,International,1
S,Scandinavian Airlines (SAS),13,33,DK,US,International,1
E,Lufthansa,14,256,IT,ZA,International,4
M,Travelstart,20,29,ZA,ZA,Domestic,1
C,Lufthansa,10,72,DE,US,International,2
I,Lufthansa,4,2,DE,US,International,2
I,Scandinavian Airlines (SAS),7,190,NO,FR,International,1
E,Lufthansa,1,30,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),3,18,SE,IT,International,1
M,Lufthansa,7,7,DE,ES,International,1
I,Scandinavian Airlines (SAS),3,25,SE,SE,Domestic,2
M,Travelstart,5,52,ZA,ZA,Domestic,1
E,Lufthansa,1,7,DK,DE,International,1
C,Scandinavian Airlines (SAS),3,3,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),3,21,SE,FR,International,1
M,Lufthansa,2,7,DE,ES,International,2
C,Scandinavian Airlines (SAS),3,64,SE,IT,International,1
E,TrenItalia,4,21,IT,IT,Domestic,1
E,Travelstart,5,3,ZA,ZA,Domestic,1
M,Lufthansa,2,2,DE,IT,International,1
S,Scandinavian Airlines (SAS),3,5,NO,NO,Domestic,1
F,Scandinavian Airlines (SAS),12,120,DK,US,International,1
C,Scandinavian Airlines (SAS),1,203,SE,SE,Domestic,1
M,Scandinavian Airlines (SAS),2,2,SE,FR,International,1
C,Scandinavian Airlines (SAS),6,189,SE,DE,International,2
M,Lufthansa,6,50,DE,FR,International,1
C,Scandinavian Airlines (SAS),19,164,DE,NO,International,2
M,Lufthansa,4,75,DE,GB,International,2
I,Scandinavian Airlines (SAS),3,25,NO,US,International,1
E,Lufthansa,4,87,DE,FR,International,1
I,Scandinavian Airlines (SAS),15,1,SE,US,International,1
E,Lufthansa,2,20,GB,DE,International,2
medium car,Scandinavian Airlines (SAS),2,10,SE,NO,International,2
E,Travelstart,3,0,ZA,ZA,Domestic,1
F,Scandinavian Airlines (SAS),1,0,DK,US,International,1
F,Scandinavian Airlines (SAS),10,89,SE,GB,International,1
medium car,Scandinavian Airlines (SAS),11,22,DK,ES,International,2
E,Travelstart,12,28,ZA,ZA,Domestic,1
M,Travelstart,4,2,ZA,ZA,Domestic,1
E,Travelstart,2,37,ZA,ZA,Domestic,1
C,Lufthansa,12,261,US,DE,International,3
C,FreeNow,1,0,FR,FR,Domestic,1
I,Scandinavian Airlines (SAS),7,182,SE,IT,International,4
medium car,Scandinavian Airlines (SAS),4,16,SE,IT,International,1
E,Scandinavian Airlines (SAS),3,69,NO,NO,Domestic,1
C,Lufthansa,3,19,GB,SE,International,1
C,Lufthansa,3,11,DE,SE,International,1
I,Scandinavian Airlines (SAS),2,86,DK,NO,International,1
I,Lufthansa,8,173,DE,ES,International,1
I,Lufthansa,4,1,DE,ES,International,2
E,Travelstart,4,29,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),1,12,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),3,26,SE,ES,International,2
I,Scandinavian Airlines (SAS),7,90,NO,ES,International,1
C,Scandinavian Airlines (SAS),2,18,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),11,45,DK,US,International,1
M,Scandinavian Airlines (SAS),4,72,SE,IT,International,2
I,Scandinavian Airlines (SAS),8,81,DK,US,International,1
E,Travelstart,6,55,ZA,ZA,Domestic,1
S,Lufthansa,4,50,DE,US,International,1
C,Scandinavian Airlines (SAS),4,49,NO,DK,International,2
I,Scandinavian Airlines (SAS),4,21,SE,SE,Domestic,1
M,Lufthansa,11,56,DE,GB,International,1
I,Scandinavian Airlines (SAS),10,69,NO,ES,International,4
M,Travelstart,6,33,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),6,10,NO,NO,Domestic,1
E,Travelstart,2,0,ZA,ZA,Domestic,1
M,Scandinavian Airlines (SAS),6,15,NO,ES,International,1
M,Travelstart,2,9,ZA,ZA,Domestic,1
F,Lufthansa,8,63,DE,US,International,1
I,Lufthansa,7,2,FR,DE,International,4
C,Lufthansa,7,56,DE,US,International,1
F,Lufthansa,9,22,DE,IT,International,3
M,Scandinavian Airlines (SAS),1,7,SE,NO,International,1
I,Scandinavian Airlines (SAS),3,33,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),8,47,SE,FR,International,1
S,Scandinavian Airlines (SAS),2,18,NO,NO,Domestic,1
C,Lufthansa,5,3,DE,GB,International,1
E,Scandinavian Airlines (SAS),6,38,SE,IT,International,1
F,Scandinavian Airlines (SAS),3,124,NO,US,International,1
I,Lufthansa,4,7,DE,US,International,1
E,Scandinavian Airlines (SAS),3,101,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),5,7,SE,IT,International,1
S,Scandinavian Airlines (SAS),13,174,DK,FR,International,1
E,Travelstart,3,65,ZA,ZA,Domestic,1
medium car,Lufthansa,2,11,DE,ES,International,2
E,Scandinavian Airlines (SAS),2,19,GB,SE,International,1
M,Travelstart,2,1,ZA,ZA,Domestic,1
C,Lufthansa,7,40,US,IT,International,2
C,Scandinavian Airlines (SAS),7,98,DK,IT,International,1
E,Scandinavian Airlines (SAS),7,1,SE,ES,International,3
E,Lufthansa,5,343,DE,IT,International,1
C,Lufthansa,5,12,GB,DE,International,1
M,Lufthansa,3,3,IT,DE,International,1
E,Scandinavian Airlines (SAS),3,25,DK,IT,International,1
S,Scandinavian Airlines (SAS),3,18,SE,SE,Domestic,1
medium car,Scandinavian Airlines (SAS),4,158,SE,NO,International,2
E,Scandinavian Airlines (SAS),10,40,NO,ES,International,1
M,Lufthansa,3,22,IT,FR,International,1
M,Travelstart,1,3,ZA,ZA,Domestic,1
medium car,Lufthansa,3,56,FR,DE,International,2
I,TrenItalia,2,4,IT,IT,Domestic,1
I,Scandinavian Airlines (SAS),5,8,SE,NO,International,1
E,Lufthansa,9,36,DE,ES,International,2
I,Travelstart,1,1,ZA,ZA,Domestic,1
M,Scandinavian Airlines (SAS),8,16,DK,GB,International,2
C,Scandinavian Airlines (SAS),8,6,US,ES,International,2
I,Lufthansa,10,3,IT,US,International,3
F,Lufthansa,7,28,US,DE,International,2
F,Scandinavian Airlines (SAS),2,3,NO,NO,Domestic,1
E,Scandinavian Airlines (SAS),6,21,NO,ES,International,1
E,Scandinavian Airlines (SAS),1,60,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),15,15,SE,GB,International,3
C,Scandinavian Airlines (SAS),13,20,SE,ES,International,1
C,Lufthansa,5,45,DE,IT,International,2
C,Lufthansa,6,1,DE,DK,International,1
I,Lufthansa,7,1,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),7,57,SE,IT,International,1
C,Scandinavian Airlines (SAS),12,101,DK,IT,International,1
C,Scandinavian Airlines (SAS),5,19,SE,FR,International,1
E,FreeNow,6,1,DE,DE,Domestic,1
C,Lufthansa,8,32,DE,SE,International,1
F,Scandinavian Airlines (SAS),4,14,SE,US,International,1
medium car,Scandinavian Airlines (SAS),2,187,NO,NO,Domestic,1
M,Lufthansa,4,1,DE,IT,International,1
S,Scandinavian Airlines (SAS),12,105,US,DK,International,1
M,Scandinavian Airlines (SAS),7,91,NO,IT,International,2
E,Lufthansa,12,78,DE,IT,International,2
E,Scandinavian Airlines (SAS),8,12,SE,ES,International,1
E,Scandinavian Airlines (SAS),4,108,SE,ES,International,2
C,Lufthansa,7,19,DE,ES,International,2
S,Lufthansa,3,9,CH,DE,International,1
C,Lufthansa,5,35,DE,DE,Domestic,2
S,Scandinavian Airlines (SAS),6,32,NO,DK,International,2
I,Lufthansa,10,2,GB,DE,International,2
C,Lufthansa,9,8,DE,DE,Domestic,2
C,Scandinavian Airlines (SAS),1,3,SE,SE,Domestic,1
C,Lufthansa,12,244,DE,ES,International,2
C,Scandinavian Airlines (SAS),10,21,DK,DK,Domestic,1
M,TrenItalia,29,26,IT,IT,Domestic,1
I,Scandinavian Airlines (SAS),3,9,NO,US,International,1
large car,Scandinavian Airlines (SAS),11,24,SE,SE,Domestic,1
C,Lufthansa,5,13,DE,GB,International,2
M,Scandinavian Airlines (SAS),4,10,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),3,13,DE,NO,International,1
I,Scandinavian Airlines (SAS),12,37,NO,ES,International,5
S,Travelstart,4,28,ZA,ZA,Domestic,1
large car,Travelstart,1,14,ZA,ZA,Domestic,1
E,Lufthansa,7,38,DE,ES,International,1
medium car,Scandinavian Airlines (SAS),2,7,NO,NO,Domestic,1
M,Lufthansa,10,29,DE,IT,International,2
C,Lufthansa,11,5,DE,ES,International,2
C,Scandinavian Airlines (SAS),9,32,SE,GB,International,1
C,Lufthansa,12,22,DE,ES,International,1
E,Lufthansa,3,19,DE,NO,International,2
medium car,Lufthansa,9,10,GB,DE,International,1
I,Lufthansa,2,21,IT,DE,International,1
F,Scandinavian Airlines (SAS),14,27,SE,US,International,1
F,Scandinavian Airlines (SAS),11,78,NO,US,International,4
C,Scandinavian Airlines (SAS),8,97,DK,FR,International,1
M,Scandinavian Airlines (SAS),3,1,SE,SE,Domestic,1
medium car,Lufthansa,1,1,SE,IT,International,2
M,Lufthansa,1,41,DE,DE,Domestic,2
S,Scandinavian Airlines (SAS),6,17,SE,US,International,1
E,Lufthansa,2,1,DE,ES,International,1
M,Scandinavian Airlines (SAS),7,7,NO,IT,International,2
C,Lufthansa,10,1,DE,ES,International,1
I,Scandinavian Airlines (SAS),4,2,NO,IT,International,1
E,Travelstart,4,18,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),6,27,SE,US,International,1
C,Scandinavian Airlines (SAS),10,2,SE,ES,International,3
F,Scandinavian Airlines (SAS),14,25,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),10,129,DK,FR,International,4
E,Scandinavian Airlines (SAS),5,56,DK,IT,International,1
C,Scandinavian Airlines (SAS),9,31,SE,IT,International,2
C,Lufthansa,8,95,DE,IT,International,1
M,Scandinavian Airlines (SAS),5,218,SE,SE,Domestic,1
I,Lufthansa,8,21,DE,ES,International,1
E,Travelstart,9,47,ZA,ZA,Domestic,1
C,Lufthansa,4,2,DE,GB,International,2
I,Scandinavian Airlines (SAS),7,42,DK,US,International,1
C,Lufthansa,7,191,DE,DK,International,3
E,FreeNow,2,1,DE,DE,Domestic,1
large car,Lufthansa,7,15,DE,SE,International,1
C,Lufthansa,13,21,DE,DK,International,2
F,Scandinavian Airlines (SAS),22,50,SE,ES,International,1
C,Scandinavian Airlines (SAS),7,18,SE,SE,Domestic,2
C,Scandinavian Airlines (SAS),3,12,SE,DE,International,1
C,Lufthansa,1,4,FR,DE,International,1
M,Scandinavian Airlines (SAS),21,37,SE,SE,Domestic,1
I,Scandinavian Airlines (SAS),8,165,NO,NO,Domestic,5
I,Scandinavian Airlines (SAS),15,10,DK,US,International,1
E,Scandinavian Airlines (SAS),2,7,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),15,53,NO,ES,International,1
S,Lufthansa,58,1,DE,US,International,2
E,TrenItalia,7,4,IT,IT,Domestic,1
S,Scandinavian Airlines (SAS),3,87,SE,SE,Domestic,1
small car,Lufthansa,2,6,DE,IT,International,1
E,Scandinavian Airlines (SAS),1,1,NO,NO,Domestic,1
E,Travelstart,2,0,ZA,ZA,Domestic,1
M,TrenItalia,1,13,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),20,9,CH,NO,International,1
S,Scandinavian Airlines (SAS),2,5,SE,SE,Domestic,1
S,Scandinavian Airlines (SAS),4,9,NO,NO,Domestic,1
E,Lufthansa,14,12,DE,ES,International,1
M,Lufthansa,8,220,DE,FR,International,2
C,Scandinavian Airlines (SAS),2,14,DK,DK,Domestic,1
M,Lufthansa,4,161,FR,FR,Domestic,1
I,Scandinavian Airlines (SAS),5,2,SE,US,International,1
C,Lufthansa,3,15,DE,DE,Domestic,1
I,Lufthansa,2,4,DE,DE,Domestic,1
F,Scandinavian Airlines (SAS),22,193,NO,ES,International,2
M,Travelstart,3,1,ZA,ZA,Domestic,1
E,Lufthansa,6,83,DE,IT,International,1
small car,Lufthansa,1,14,DE,DE,Domestic,2
F,Scandinavian Airlines (SAS),15,188,SE,US,International,1
C,Scandinavian Airlines (SAS),8,3,DK,DE,International,1
M,Travelstart,4,13,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),8,56,NO,IT,International,5
M,Lufthansa,5,51,DE,GB,International,3
E,Lufthansa,9,17,IT,DE,International,2
E,TrenItalia,1,66,IT,IT,Domestic,1
C,Lufthansa,1,24,DE,IT,International,2
C,Lufthansa,2,13,DE,FR,International,1
E,Scandinavian Airlines (SAS),4,5,SE,ES,International,1
C,Scandinavian Airlines (SAS),8,28,SE,US,International,3
small car,Scandinavian Airlines (SAS),2,2,NO,NO,Domestic,1
M,Scandinavian Airlines (SAS),4,38,NO,NO,Domestic,2
S,TrenItalia,2,2,IT,IT,Domestic,1
E,TrenItalia,8,145,IT,IT,Domestic,1
C,Scandinavian Airlines (SAS),4,79,SE,ES,International,1
F,Lufthansa,5,1,DE,DE,Domestic,1
C,Lufthansa,6,8,FR,DE,International,1
I,Lufthansa,15,48,DE,FR,International,1
E,Scandinavian Airlines (SAS),1,7,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),3,47,NO,NO,Domestic,1
M,Travelstart,3,41,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),3,0,SE,SE,Domestic,1
C,Lufthansa,3,18,GB,DE,International,2
C,Lufthansa,3,37,DE,DE,Domestic,2
E,Travelstart,3,0,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),4,10,NO,IT,International,1
C,Scandinavian Airlines (SAS),4,26,SE,SE,Domestic,3
C,Lufthansa,6,6,DE,US,International,1
S,Lufthansa,7,119,DE,FR,International,4
I,Lufthansa,10,48,DE,US,International,1
S,Scandinavian Airlines (SAS),5,2,NO,IT,International,1
C,Scandinavian Airlines (SAS),5,22,DE,DK,International,1
F,Scandinavian Airlines (SAS),3,13,SE,DE,International,1
E,Scandinavian Airlines (SAS),10,2,DK,FR,International,4
medium car,Scandinavian Airlines (SAS),4,35,NO,SE,International,1
E,Scandinavian Airlines (SAS),19,11,DK,FR,International,1
C,Lufthansa,3,17,IT,DE,International,1
C,Scandinavian Airlines (SAS),2,6,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),5,3,DK,ES,International,2
C,Lufthansa,3,1,FR,DE,International,1
S,Lufthansa,8,4,DE,US,International,1
medium car,Scandinavian Airlines (SAS),2,1,NO,NO,Domestic,3
C,Lufthansa,2,3,DE,DE,Domestic,1
C,Scandinavian Airlines (SAS),5,295,GB,NO,International,1
F,Scandinavian Airlines (SAS),2,1,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),2,1,SE,SE,Domestic,1
large car,Scandinavian Airlines (SAS),13,8,SE,SE,Domestic,1
E,Lufthansa,6,184,DE,IT,International,2
I,Scandinavian Airlines (SAS),21,231,NO,US,International,1
C,Lufthansa,7,89,US,DE,International,3
C,Lufthansa,1,7,DE,DE,Domestic,1
I,Scandinavian Airlines (SAS),2,25,GB,NO,International,1
E,Lufthansa,2,0,DE,DE,Domestic,2
M,TrenItalia,2,2,IT,IT,Domestic,1
C,Travelstart,3,81,ZA,ZA,Domestic,1
E,Scandinavian Airlines (SAS),2,4,SE,DE,International,1
C,Scandinavian Airlines (SAS),3,0,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),13,146,SE,ZA,International,1
F,Lufthansa,4,58,DE,US,International,1
M,Travelstart,2,13,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),2,7,IT,DK,International,1
C,FreeNow,6,1,DE,DE,Domestic,1
I,Lufthansa,14,19,DE,US,International,2
C,Scandinavian Airlines (SAS),18,51,US,NO,International,1
E,Scandinavian Airlines (SAS),7,33,DK,FR,International,2
I,Scandinavian Airlines (SAS),5,16,SE,US,International,1
S,Scandinavian Airlines (SAS),4,127,DE,NO,International,1
M,Scandinavian Airlines (SAS),11,10,SE,GB,International,2
M,Scandinavian Airlines (SAS),8,32,DK,ES,International,2
medium car,Scandinavian Airlines (SAS),1,9,NO,NO,Domestic,1
C,Scandinavian Airlines (SAS),1,19,NO,NO,Domestic,1
S,Lufthansa,77,12,IT,US,International,1
C,Scandinavian Airlines (SAS),2,5,DK,SE,International,1
E,Travelstart,3,14,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),3,37,DK,DE,International,2
M,Scandinavian Airlines (SAS),6,3,SE,ES,International,1
C,Scandinavian Airlines (SAS),14,20,NO,ES,International,1
M,Scandinavian Airlines (SAS),7,16,NO,ES,International,1
E,Lufthansa,14,42,DE,FR,International,4
E,Lufthansa,3,1,SE,IT,International,1
C,Lufthansa,7,84,GB,DE,International,2
large car,Scandinavian Airlines (SAS),13,13,SE,US,International,1
F,Scandinavian Airlines (SAS),24,12,SE,ES,International,1
M,Travelstart,3,50,ZA,ZA,Domestic,1
large car,Scandinavian Airlines (SAS),9,15,NO,US,International,1
C,Lufthansa,3,5,IT,NO,International,1
F,Lufthansa,2,0,DE,DE,Domestic,2
C,Scandinavian Airlines (SAS),3,33,NO,NO,Domestic,2
medium car,Scandinavian Airlines (SAS),4,14,CH,DK,International,1
S,Scandinavian Airlines (SAS),4,29,DK,NO,International,1
C,Lufthansa,2,3,DE,DE,Domestic,1
M,Scandinavian Airlines (SAS),7,115,US,IT,International,1
C,Scandinavian Airlines (SAS),7,34,SE,ES,International,1
S,Scandinavian Airlines (SAS),12,27,SE,US,International,1
C,Lufthansa,9,97,GB,DE,International,3
M,Travelstart,21,171,ZA,ZA,Domestic,1
E,Lufthansa,13,68,DE,IT,International,2
C,Lufthansa,4,6,CH,SE,International,2
F,Lufthansa,1,27,IT,DE,International,4
M,Scandinavian Airlines (SAS),3,15,SE,IT,International,1
E,Lufthansa,2,26,CH,DE,International,1
S,Scandinavian Airlines (SAS),3,6,SE,NO,International,2
C,Lufthansa,2,26,DE,DE,Domestic,3
E,Scandinavian Airlines (SAS),2,2,SE,ES,International,1
C,Scandinavian Airlines (SAS),3,17,DK,SE,International,1
S,Scandinavian Airlines (SAS),4,17,SE,SE,Domestic,4
F,Scandinavian Airlines (SAS),31,204,NO,US,International,1
E,Travelstart,2,7,ZA,ZA,Domestic,1
S,Scandinavian Airlines (SAS),3,13,SE,SE,Domestic,2
F,Lufthansa,3,164,DE,DE,Domestic,2
C,Lufthansa,1,2,DE,DE,Domestic,2
E,Scandinavian Airlines (SAS),1,52,SE,NO,International,1
M,Scandinavian Airlines (SAS),1,1,NO,GB,International,1
C,Lufthansa,3,18,US,GB,International,2
I,Lufthansa,9,31,DE,US,International,1
C,Lufthansa,6,61,SE,DE,International,2
E,Scandinavian Airlines (SAS),2,2,SE,US,International,1
C,Scandinavian Airlines (SAS),15,96,DK,US,International,2
C,Travelstart,4,33,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),7,5,SE,IT,International,1
large car,Scandinavian Airlines (SAS),3,49,SE,US,International,1
large car,Scandinavian Airlines (SAS),3,15,SE,SE,Domestic,2
C,Lufthansa,7,2,DE,IT,International,1
I,Scandinavian Airlines (SAS),7,123,DK,ES,International,4
I,Lufthansa,5,1,DK,DE,International,3
I,Scandinavian Airlines (SAS),1,10,SE,SE,Domestic,1
C,Scandinavian Airlines (SAS),4,3,NO,NO,Domestic,1
I,Scandinavian Airlines (SAS),1,21,SE,US,International,1
C,Scandinavian Airlines (SAS),2,12,DK,NO,International,1
C,Lufthansa,1,13,US,DE,International,2
M,Lufthansa,1,17,IT,DE,International,1
I,Lufthansa,8,54,DE,DE,Domestic,2
F,Scandinavian Airlines (SAS),10,34,GB,SE,International,1
C,FreeNow,5,1,FR,FR,Domestic,1
I,Scandinavian Airlines (SAS),2,42,SE,SE,Domestic,1
medium car,Lufthansa,9,51,GB,DE,International,2
M,FreeNow,3,3,IT,IT,Domestic,1
I,Scandinavian Airlines (SAS),6,19,SE,IT,International,2
M,Scandinavian Airlines (SAS),3,41,NO,NO,Domestic,1
E,Lufthansa,6,7,DE,ES,International,2
M,Scandinavian Airlines (SAS),14,174,SE,US,International,4
I,Lufthansa,9,22,DE,ES,International,4
F,Scandinavian Airlines (SAS),12,99,SE,ES,International,2
E,Scandinavian Airlines (SAS),11,42,SE,ES,International,1
F,Scandinavian Airlines (SAS),1,4,DK,GB,International,1
M,TrenItalia,3,53,IT,IT,Domestic,1
F,Scandinavian Airlines (SAS),6,70,SE,US,International,1
C,Scandinavian Airlines (SAS),2,52,NO,US,International,1
F,Lufthansa,4,3,GB,DE,International,2
F,Lufthansa,5,6,GB,DE,International,3
C,Lufthansa,12,6,IT,SE,International,1
C,Lufthansa,2,8,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),2,12,GB,SE,International,1
medium car,Scandinavian Airlines (SAS),4,33,SE,SE,Domestic,2
M,TrenItalia,7,4,US,IT,International,1
C,Lufthansa,2,29,US,DK,International,1
E,Travelstart,1,3,ZA,ZA,Domestic,1
C,Lufthansa,2,2,DE,SE,International,1
E,Lufthansa,1,21,DE,DE,Domestic,3
E,Scandinavian Airlines (SAS),3,3,NO,DK,International,1
S,Lufthansa,7,91,DE,NO,International,2
I,Scandinavian Airlines (SAS),14,48,NO,US,International,1
C,Scandinavian Airlines (SAS),8,61,SE,US,International,1
C,Scandinavian Airlines (SAS),3,7,SE,SE,Domestic,2
M,Scandinavian Airlines (SAS),3,35,SE,SE,Domestic,1
small car,Lufthansa,3,14,DE,IT,International,1
M,Lufthansa,2,19,DE,DE,Domestic,1
large car,Scandinavian Airlines (SAS),1,133,SE,US,International,1
C,Lufthansa,1,2,DE,DE,Domestic,1
E,Scandinavian Airlines (SAS),5,48,DK,FR,International,1
medium car,Scandinavian Airlines (SAS),4,38,NO,NO,Domestic,2
I,Scandinavian Airlines (SAS),8,20,DK,GB,International,1
C,Scandinavian Airlines (SAS),2,11,NO,NO,Domestic,1
medium car,Scandinavian Airlines (SAS),4,22,SE,NO,International,1
I,Scandinavian Airlines (SAS),5,22,SE,US,International,1
C,Scandinavian Airlines (SAS),4,10,SE,ES,International,1
I,Lufthansa,3,7,CH,US,International,1
C,Lufthansa,8,6,DE,SE,International,1
I,Lufthansa,17,1,DE,US,International,3
F,Lufthansa,3,24,IT,DE,International,1
C,Lufthansa,2,4,DE,SE,International,1
C,Scandinavian Airlines (SAS),1,28,IT,ES,International,1
E,Scandinavian Airlines (SAS),8,90,DK,FR,International,2
medium car,Scandinavian Airlines (SAS),2,2,NO,SE,International,1
S,Scandinavian Airlines (SAS),1,7,SE,SE,Domestic,1
C,Travelstart,4,171,ZA,ZA,Domestic,1
C,Scandinavian Airlines (SAS),5,3,SE,DK,International,1
M,TrenItalia,7,2,IT,IT,Domestic,1
I,Scandinavian Airlines (SAS),7,16,NO,FR,International,1
C,Scandinavian Airlines (SAS),1,7,SE,SE,Domestic,1
E,Scandinavian Airlines (SAS),9,13,CH,FR,International,1
E,Travelstart,17,31,SE,ZA,International,1
I,Lufthansa,20,111,DE,US,International,3
M,Travelstart,4,8,ZA,ZA,Domestic,1
I,Scandinavian Airlines (SAS),10,75,NO,US,International,1
